,CreditGrade,LoanStatus,ProsperScore,EmploymentStatus,StatedMonthlyIncome,MonthlyLoanPayment,LoanOriginalAmount,DebtToIncomeRatio,EstimatedLoss,diff_income_loan
22088,,1,8.0,Full-time,6172.0,97.58,2300,,0.08,3872.0
22089,C,1,,Full-time,2080.0,55.07,1600,0.15,,480.0
22090,,1,8.0,Employed,2466.666667,136.52,4000,0.27,0.038,-1533.333333
22091,C,1,,Full-time,7166.666667,169.68,5000,0.29,,2166.6666670000004
22092,,1,10.0,Full-time,10000.0,72.3,2000,0.14,0.065,8000.0
22093,,1,9.0,Full-time,6720.0,130.16,3500,0.26,0.065,3220.0
22094,E,1,,Not available,5000.0,41.04,1000,0.18,,4000.0
22095,,1,10.0,Full-time,5125.0,92.63,3000,0.1,0.0155,2125.0
22096,A,1,,Full-time,5583.333333,73.1,2350,0.16,,3233.3333329999996
22097,A,1,,Full-time,5783.333333,233.94,7250,0.19,,-1466.6666670000004
22098,C,1,,Full-time,2416.666667,48.73,1900,0.34,,516.666667
22099,,1,7.0,Full-time,6166.666667,325.96,8000,0.2,0.1,-1833.3333329999996
22100,,1,7.0,Full-time,5200.0,192.24,4900,0.17,0.098,300.0
22101,C,1,,,3166.666667,251.31,7000,0.08,,-3833.333333
22102,C,1,,Full-time,2166.666667,32.98,1000,0.12,,1166.666667
22103,,1,4.0,Employed,6333.333333,150.48,3500,0.24,0.13,2833.3333329999996
22104,,1,5.0,Employed,1666.666667,68.49,2000,,0.1475,-333.33333300000004
22105,,1,5.0,Full-time,3541.666667,226.18,5000,0.2,0.19,-1458.333333
22106,AA,1,,Full-time,5165.75,218.68,7000,0.21,,-1834.25
22107,,1,8.0,Employed,6767.833333,341.73,10000,0.17,0.0595,-3232.1666670000004
22108,,1,10.0,Full-time,5000.0,30.42,1000,0.19,0.006,4000.0
22109,,1,6.0,Employed,5250.0,294.95,12000,0.2,0.0524,-6750.0
22110,,1,8.0,Employed,4166.666667,0.0,4500,0.18,0.02,-333.3333329999996
22111,A,1,,Full-time,5833.333333,274.78,8000,0.14,,-2166.6666670000004
22112,AA,1,,Full-time,13333.333333,166.07,5000,0.13,,8333.333333
22113,B,1,,Full-time,4300.833333,380.67,11000,0.21,,-6699.166667
22114,,1,8.0,Employed,2916.666667,68.83,2000,0.16,0.0565,916.666667
22115,D,1,,Full-time,6029.5,340.7,9000,0.58,,-2970.5
22116,B,1,,Full-time,4091.666667,516.68,15000,0.14,,-10908.333333
22117,,1,10.0,Employed,3166.666667,110.71,3500,0.08,0.0199,-333.33333300000004
22118,,1,4.0,Employed,2083.333333,180.94,4000,0.43,0.183,-1916.666667
22119,AA,1,,,1333.333333,96.62,3000,0.23,,-1666.666667
22120,C,1,,Full-time,5083.333333,115.4,2790,0.19,,2293.3333329999996
22121,C,1,,Not available,3166.666667,263.83,7400,0.27,,-4233.3333330000005
22122,,1,8.0,Employed,14000.0,529.28,15000,0.13,0.0565,-1000.0
22123,A,1,,Full-time,1800.0,161.9,5000,0.2,,-3200.0
22124,,1,1.0,Full-time,6250.0,45.24,1000,0.2,0.366,5250.0
22125,,1,2.0,Employed,12500.0,0.0,4000,0.23,0.1225,8500.0
22126,,1,9.0,Full-time,18750.0,188.82,6000,0.05,0.0325,12750.0
22127,C,1,,Full-time,3800.0,175.37,5000,0.26,,-1200.0
22128,D,1,,Full-time,1833.3333329999998,114.18,3000,0.22,,-1166.6666670000002
22129,A,1,,Full-time,6250.0,389.07,12000,0.12,,-5750.0
22130,C,1,,,4250.0,141.6,4000,0.07,,250.0
22131,,1,6.0,Employed,5833.333333,69.91,2000,0.18,0.052,3833.3333329999996
22132,AA,1,,Not available,5000.0,160.16,5000,0.11,,0.0
22133,,1,9.0,Full-time,6250.0,37.11,1000,,0.065,5250.0
22134,C,1,,Full-time,4166.666667,101.08,3000,0.11,,1166.6666670000004
22135,E,1,,Not available,4000.0,92.05,2550,0.12,,1450.0
22136,,1,7.0,Employed,10000.0,113.77,3000,0.05,0.089,7000.0
22137,D,1,,Full-time,1908.3333329999998,79.16,2000,0.21,,-91.66666700000019
22138,D,1,,,5416.666667,172.55,4500,0.14,,916.6666670000004
22139,,1,9.0,Full-time,6666.666667,314.7,10000,0.15,0.0325,-3333.3333329999996
22140,,1,8.0,Employed,2916.666667,123.28,3000,0.1,0.108,-83.33333300000004
22141,,1,9.0,Full-time,5750.0,63.79,2000,0.02,0.021,3750.0
22142,,1,4.0,Employed,6250.0,322.84,7500,0.3,0.147,-1250.0
22143,,1,8.0,Full-time,7666.666667,277.32,8000,0.21,0.05,-333.3333329999996
22144,,1,9.0,Employed,2896.666667,96.23,4000,0.1,0.033,-1103.333333
22145,A,1,,Full-time,3750.0,338.24,10000,0.37,,-6250.0
22146,E,1,,Full-time,10000.0,114.31,3000,0.23,,7000.0
22147,E,1,,Not available,7500.0,112.99,3001,0.07,,4499.0
22148,,1,5.0,Employed,10833.333333,36.88,1000,0.33,0.108,9833.333333
22149,B,1,,Full-time,2083.333333,67.87,2000,0.17,,83.33333300000004
22150,,1,9.0,Full-time,1500.0,55.67,1500,,0.065,0.0
22151,,1,5.0,Employed,10833.333333,172.6,4000,0.02,0.165,6833.3333330000005
22152,,1,4.0,Employed,10416.666667,305.29,10000,0.38,0.1,416.6666669999995
22153,,1,6.0,Employed,7333.333333,900.55,25000,0.26,0.0649,-17666.666667
22154,B,1,,Not available,3750.0,95.85,3001,0.17,,749.0
22155,C,1,,Full-time,1250.0,211.27,7500,0.29,,-6250.0
22156,AA,1,,Self-employed,1250.0,329.05,10000,0.53,,-8750.0
22157,E,1,,Part-time,868.333333,45.24,1000,0.11,,-131.66666699999996
22158,,1,6.0,Employed,7083.333333,319.12,10000,0.26,0.0224,-2916.6666670000004
22159,,1,7.0,Employed,20083.333333000002,440.09,15000,0.1,0.0849,5083.333333000002
22160,B,1,,Full-time,4883.333333,685.37,19500,0.54,,-14616.666667000001
22161,D,1,,Full-time,7000.0,135.28,3500,0.15,,3500.0
22162,HR,1,,Self-employed,6500.0,117.08,2794,0.11,,3706.0
22163,C,1,,Not available,5000.0,173.33,5000,0.1,,0.0
22164,,1,6.0,Employed,1132.583333,189.11,2000,0.21,0.108,-867.416667
22165,,1,3.0,Employed,5800.0,505.09,13500,0.23,0.0824,-7700.0
22166,HR,1,,Full-time,1833.3333329999998,108.39,2800,0.09,,-966.6666670000002
22167,,1,8.0,Self-employed,2333.333333,404.54,15000,,0.0565,-12666.666667
22168,A,1,,Full-time,4291.666667,255.7,8000,0.07,,-3708.3333329999996
22169,,1,5.0,Full-time,7583.333333,452.36,10000,,0.18,-2416.6666670000004
22170,,1,9.0,Employed,12000.0,348.64,15000,0.17,0.035,-3000.0
22171,,1,4.0,Employed,7500.0,173.71,4000,0.22,0.165,3500.0
22172,,1,2.0,Employed,6833.333333,165.15,4000,0.37,0.1325,2833.3333329999996
22173,,1,6.0,Employed,5000.0,241.71,6000,0.15,0.112,-1000.0
22174,,1,5.0,Employed,3333.333333,226.79,6000,0.12,0.0874,-2666.666667
22175,E,1,,Full-time,6416.666667,112.82,3000,0.06,,3416.6666670000004
22176,,1,1.0,Full-time,5699.75,339.27,7500,0.26,0.345,-1800.25
22177,AA,1,,,3916.666667,238.5,7500,0.24,,-3583.333333
22178,,1,8.0,Employed,4583.333333,542.21,15000,0.42,0.0595,-10416.666667000001
22179,E,1,,,5833.333333,50.12,1200,0.17,,4633.333333
22180,,1,3.0,Employed,4250.0,173.71,4000,0.28,0.1625,250.0
22181,,1,9.0,Full-time,7000.0,486.12,15000,0.25,0.015,-8000.0
22182,E,1,,Full-time,2916.666667,67.85,1500,0.27,,1416.666667
22183,D,1,,Full-time,1700.0,196.16,5000,0.35,,-3300.0
22184,,1,8.0,Full-time,9500.0,205.07,6000,0.12,0.05,3500.0
22185,,1,6.0,Employed,2750.0,217.29,5500,0.25,0.119,-2750.0
22186,,1,4.0,Full-time,8041.666667,90.47,2000,0.16,0.19,6041.666667
22187,A,1,,Not available,5833.333333,159.0,5000,0.09,,833.3333329999996
22188,AA,1,,Full-time,6083.333333,327.39,10000,0.19,,-3916.6666670000004
22189,B,1,,Full-time,6500.0,0.0,10000,0.15,,-3500.0
22190,AA,1,,Full-time,13750.0,858.23,25000,0.19,,-11250.0
22191,AA,1,,Full-time,6263.0,84.7,2550,0.03,,3713.0
22192,,1,9.0,Employed,5451.5,0.0,4500,0.14,0.0099,951.5
22193,D,1,,Full-time,2100.0,151.13,4000,0.13,,-1900.0
22194,HR,1,,Full-time,2916.666667,43.99,1200,0.02,,1716.666667
22195,,1,4.0,Employed,4033.333333,322.84,7500,0.25,0.147,-3466.666667
22196,,1,6.0,Full-time,2333.333333,127.78,5000,0.31,0.042,-2666.666667
22197,B,1,,Full-time,3000.0,404.33,12000,0.24,,-9000.0
22198,D,1,,Full-time,3500.0,125.38,3700,0.09,,-200.0
22199,,1,3.0,Employed,2816.666667,174.2,4000,0.76,0.165,-1183.333333
22200,A,1,,,6666.666667,92.63,3000,0.02349,,3666.6666670000004
22201,,1,6.0,Self-employed,2500.0,125.38,3500,,0.0624,-1000.0
22202,C,1,,Full-time,6250.0,342.99,10000,0.05,,-3750.0
22203,A,1,,Full-time,3333.333333,161.73,4800,0.11,,-1466.666667
22204,,1,4.0,Employed,6416.666667,100.18,2300,,0.183,4116.666667
22205,,1,6.0,Full-time,2916.666667,130.65,3000,0.14,0.147,-83.33333300000004
22206,D,1,,Full-time,2771.5,222.41,6001,0.08,,-3229.5
22207,,1,8.0,Employed,5833.333333,433.77,12000,0.45,0.0595,-6166.666667
22208,,1,9.0,Employed,5000.0,93.15,2500,0.11,0.0799,2500.0
22209,,1,8.0,Employed,8333.333333,511.94,15000,0.17,0.038,-6666.6666669999995
22210,,1,7.0,Employed,4446.666667,344.16,10000,0.31,0.042,-5553.333333
22211,A,1,,Full-time,3774.416667,53.55,1700,0.2,,2074.416667
22212,E,1,,Not available,3750.0,212.9,5500,0.36,,-1750.0
22213,,1,4.0,Employed,2916.666667,391.23,10000,0.51,0.1125,-7083.3333330000005
22214,,1,10.0,Employed,4583.333333,314.52,10000,0.15,0.0155,-5416.666667
22215,HR,1,,Not available,3144.0,125.72,3000,0.09,,144.0
22216,D,1,,Part-time,1333.333333,155.26,4000,0.14,,-2666.666667
22217,,1,4.0,Employed,13500.0,174.2,4000,0.05,0.183,9500.0
22218,,1,,Employed,5166.666667,239.24,7000,0.2,,-1833.3333329999996
22219,AA,1,,Full-time,3519.666667,121.87,4000,0.12,,-480.33333300000004
22220,,1,3.0,Employed,3916.666667,216.72,8500,0.17,0.0599,-4583.3333330000005
22221,,1,1.0,Employed,2055.916667,169.78,4000,0.9,0.149,-1944.083333
22222,,1,7.0,Employed,4250.0,292.87,10000,0.09,0.089,-5750.0
22223,,1,9.0,Self-employed,800.0,57.41,1800,,0.021,-1000.0
22224,,1,4.0,Employed,5333.333333,166.55,4500,0.13,0.0899,833.3333329999996
22225,,1,9.0,Employed,10000.0,205.47,5000,0.06,0.108,5000.0
22226,B,1,,Full-time,8341.666667,525.44,15000,0.3,,-6658.3333330000005
22227,B,1,,Full-time,2500.0,202.11,6000,0.19,,-3500.0
22228,,1,10.0,Employed,8333.333333,30.2,1000,0.03,0.013,7333.3333330000005
22229,C,1,,Full-time,1666.666667,68.4,1700,0.68,,-33.33333300000004
22230,,1,9.0,Full-time,5000.0,95.68,3000,0.19,0.021,2000.0
22231,,1,7.0,Full-time,3583.333333,44.03,1000,0.1,0.147,2583.333333
22232,B,1,,Full-time,1776.6666670000002,249.53,7000,0.54,,-5223.333333
22233,,1,2.0,Employed,3500.0,253.17,6500,0.35,0.1025,-3000.0
22234,,1,6.0,Employed,17500.0,0.0,15000,0.22,0.088,2500.0
22235,,1,8.0,Employed,1916.6666670000002,175.76,5000,0.24,0.0595,-3083.3333329999996
22236,,1,9.0,Full-time,5000.0,207.3,6500,0.31,0.021,-1500.0
22237,B,1,,Full-time,3237.916667,178.26,5000,0.16,,-1762.083333
22238,,1,8.0,Employed,3750.0,154.87,4500,0.22,0.0595,-750.0
22239,D,1,,Not available,1666.666667,98.6,3001,0.31,,-1334.333333
22240,,1,8.0,Employed,6250.0,196.72,6000,0.06,0.02,250.0
22241,B,1,,Part-time,1000.0,52.0,1600,0.37,,-600.0
22242,AA,1,,Full-time,12500.0,315.21,10000,0.07,,2500.0
22243,C,1,,Full-time,3500.0,233.92,6500,0.36,,-3000.0
22244,,1,7.0,Full-time,2291.666667,80.99,2000,0.36,0.1,291.66666699999996
22245,AA,1,,Full-time,2316.666667,387.21,12000,0.24,,-9683.333333
22246,,1,7.0,Employed,6666.666667,440.09,15000,0.27,0.0849,-8333.333332999999
22247,AA,1,,Full-time,8699.583333,235.02,7500,0.2,,1199.5833330000005
22248,C,1,,Self-employed,2500.0,82.26,2300,0.11,,200.0
22249,D,1,,Full-time,2513.333333,66.94,1500,0.4,,1013.333333
22250,,1,8.0,Employed,4500.0,213.29,6000,0.1,0.0599,-1500.0
22251,A,1,,Full-time,2357.333333,195.05,6001,0.22,,-3643.666667
22252,D,1,,Full-time,5833.333333,84.85,2000,0.19,,3833.3333329999996
22253,D,1,,Full-time,4014.666667,189.02,5000,0.2,,-985.333333
22254,,1,9.0,Full-time,3750.0,81.47,2600,0.07,0.015,1150.0
22255,D,1,,Full-time,4333.333333,37.13,1000,0.11,,3333.3333329999996
22256,,1,8.0,Employed,4825.166667,225.02,7000,0.13,0.02,-2174.8333329999996
22257,E,1,,Not available,2666.666667,105.41,2550,0.11,,116.66666699999996
22258,D,1,,Full-time,4458.333333,259.06,7500,0.29,,-3041.6666670000004
22259,,1,4.0,Employed,5000.0,231.82,8500,0.35,0.0774,-3500.0
22260,,1,9.0,Full-time,3750.0,61.18,1775,0.19,0.065,1975.0
22261,B,1,,Full-time,4633.25,141.0,4045,0.59,,588.25
22262,,1,9.0,Employed,2426.666667,0.0,5000,0.14,0.035,-2573.333333
22263,,1,7.0,Employed,10416.666667,856.14,25000,0.12,0.0449,-14583.333333
22264,,1,10.0,Full-time,9533.333333,171.81,2000,0.08,0.0085,7533.3333330000005
22265,E,1,,Not available,8114.75,44.86,1250,0.16,,6864.75
22266,,1,6.0,Employed,2041.6666670000002,673.78,20000,0.42,0.0399,-17958.333333
22267,C,1,,Full-time,4583.333333,252.58,7500,0.18,,-2916.6666670000004
22268,HR,1,,Full-time,2500.0,228.16,7500,0.15,,-5000.0
22269,D,1,,Full-time,3125.0,37.16,1000,0.31,,2125.0
22270,B,1,,Full-time,5416.666667,170.89,5000,0.21,,416.6666670000004
22271,C,1,,Full-time,4500.0,33.69,1000,0.16,,3500.0
22272,AA,1,,Full-time,4246.666667,47.0,1500,0.39,,2746.6666670000004
22273,,1,8.0,Employed,9000.0,209.71,6500,0.05,0.038,2500.0
22274,,1,9.0,Full-time,5416.666667,191.36,6000,0.47,0.021,-583.3333329999996
22275,C,1,,Full-time,4175.0,34.08,1000,0.18,,3175.0
22276,,1,7.0,Employed,5416.666667,585.74,15000,0.5,0.087,-9583.333332999999
22277,,1,8.0,Full-time,6291.666667,64.29,2000,0.26,0.02,4291.666667
22278,C,1,,Full-time,4750.0,439.27,12000,0.12,,-7250.0
22279,C,1,,Full-time,5250.0,50.9,1500,0.24,,3750.0
22280,HR,1,,Full-time,4791.666667,57.13,1500,0.1,,3291.6666670000004
22281,AA,1,,Not available,4583.333333,155.12,4950,0.07,,-366.6666670000004
22282,E,1,,Full-time,5546.166667,283.5,7500,0.06,,-1953.8333329999996
22283,AA,1,,Full-time,4750.0,414.68,18000,0.39,,-13250.0
22284,HR,1,,Full-time,2950.0,45.24,1000,0.24,,1950.0
22285,E,1,,Not available,1541.666667,60.22,1500,0.3,,41.66666699999996
22286,,1,10.0,Employed,8333.333333,204.77,6000,0.07,0.038,2333.3333330000005
22287,HR,1,,Full-time,5833.333333,55.94,1500,0.13,,4333.333333
22288,A,1,,Full-time,12583.333333,824.05,24000,0.16,,-11416.666667
22289,,1,8.0,Full-time,6666.666667,60.24,1500,0.1,0.098,5166.666667
22290,E,1,,Full-time,6666.666667,22.78,1350,0.32,,5316.666667
22291,,1,3.0,Employed,4316.666667,272.65,7500,0.28,0.0749,-3183.3333329999996
22292,,1,10.0,Full-time,5903.666667,154.61,5000,0.08,0.006,903.6666670000004
22293,C,1,,Not available,5108.333333,159.98,4615,0.25,,493.3333329999996
22294,,1,10.0,Full-time,7200.0,46.21,1500,0.12,0.006,5700.0
22295,,1,8.0,Employed,5000.0,240.91,7000,0.07,0.0595,-2000.0
22296,C,1,,Full-time,7083.333333,146.15,4500,0.24,,2583.3333329999996
22297,D,1,,Full-time,6750.0,374.66,9999,0.07,,-3249.0
22298,,1,7.0,Employed,5416.666667,401.58,10000,0.42,0.098,-4583.333333
22299,,1,9.0,Self-employed,6666.666667,0.0,3000,,0.021,3666.6666670000004
22300,HR,1,,Part-time,2083.333333,52.4,1550,0.35,,533.333333
22301,,1,8.0,Other,2839.25,507.52,19000,0.31,0.0549,-16160.75
22302,D,1,,Full-time,1840.0,105.47,3000,0.09,,-1160.0
22303,D,1,,Part-time,2083.333333,55.87,1500,0.25,,583.333333
22304,,1,9.0,Employed,12083.333333,0.0,5000,0.12,0.0325,7083.3333330000005
22305,,1,6.0,Employed,6666.666667,326.95,9500,0.14,0.042,-2833.3333329999996
22306,,1,1.0,Full-time,5000.0,66.81,1600,0.25,0.366,3400.0
22307,B,1,,Full-time,3583.333333,66.91,2000,0.18,,1583.333333
22308,,1,8.0,Employed,6250.0,348.68,4000,0.09,0.0299,2250.0
22309,,1,6.0,Employed,2916.666667,120.86,3000,0.22,0.112,-83.33333300000004
22310,,1,6.0,Employed,6666.666667,326.56,8000,0.19,0.112,-1333.3333329999996
22311,B,1,,Full-time,3333.333333,334.56,10000,0.25,,-6666.6666669999995
22312,HR,1,,Full-time,3125.0,9.89,1000,0.11,,2125.0
22313,AA,1,,Part-time,2500.0,47.18,1500,0.03,,1000.0
22314,,1,6.0,Employed,3333.333333,368.63,4000,0.38,0.107,-666.666667
22315,A,1,,Self-employed,950.916667,161.73,4800,0.53,,-3849.083333
22316,A,1,,Not available,4436.5,304.31,9500,0.18,,-5063.5
22317,,1,6.0,Employed,6600.0,126.04,4000,0.31,0.1275,2600.0
22318,D,1,,Full-time,2000.0,85.81,2500,0.37,,-500.0
22319,B,1,,Self-employed,416.666667,166.07,5000,2.95,,-4583.333333
22320,E,1,,,3200.0,116.13,3000,0.20254,,200.0
22321,,1,9.0,Full-time,1833.3333329999998,31.8,1000,,0.021,833.3333329999998
22322,,1,5.0,Employed,8500.0,441.83,14000,0.4,0.119,-5500.0
22323,,1,5.0,Employed,9166.666667,173.71,4000,0.17,0.165,5166.6666669999995
22324,HR,1,,Not available,8833.333333,106.86,2550,0.08,,6283.3333330000005
22325,A,1,,Full-time,8411.25,853.96,25000,0.3,,-16588.75
22326,,1,9.0,Full-time,3583.333333,127.81,4000,0.22,0.021,-416.66666699999996
22327,AA,1,,Full-time,5000.0,244.42,7800,0.17,,-2800.0
22328,,1,7.0,Full-time,5833.333333,121.48,3000,0.22,0.1,2833.3333329999996
22329,D,1,,Full-time,4267.416667,118.24,3500,0.16,,767.4166670000004
22330,,1,7.0,Full-time,3083.333333,114.56,3000,0.12,0.098,83.33333300000004
22331,,1,3.0,Full-time,2666.666667,244.52,8000,0.18,0.099,-5333.3333330000005
22332,A,1,,Full-time,4500.0,508.96,15000,0.22,,-10500.0
22333,AA,1,,Full-time,2879.916667,61.53,2000,0.06,,879.916667
22334,,1,7.0,Employed,9166.666667,1360.04,15000,0.28,0.0849,-5833.3333330000005
22335,,1,6.0,Employed,5533.333333,0.0,1200,0.2,0.142,4333.333333
22336,,1,9.0,Full-time,3333.333333,350.34,4000,0.16,0.026,-666.666667
22337,D,1,,Full-time,1500.0,230.54,6000,0.45,,-4500.0
22338,B,1,,Full-time,3333.333333,547.7,15000,0.17,,-11666.666667
22339,,1,9.0,Employed,4875.0,348.64,15000,0.1,0.035,-10125.0
22340,B,1,,Full-time,5416.666667,64.53,1900,0.05,,3516.6666670000004
22341,,1,5.0,Full-time,5083.333333,67.85,1500,0.2,0.18,3583.3333329999996
22342,,1,8.0,Employed,2666.666667,126.55,3600,0.07,0.0595,-933.333333
22343,C,1,,Full-time,3875.0,116.29,3000,0.29,,875.0
22344,AA,1,,Full-time,6291.666667,309.69,10000,0.28,,-3708.3333329999996
22345,,1,3.0,Employed,4516.416667,174.2,4000,0.23,0.165,516.4166670000004
22346,,1,8.0,Full-time,7916.666667,192.77,5000,0.28,0.08,2916.6666670000004
22347,C,1,,Full-time,13333.333333,81.2,2500,0.14,,10833.333333
22348,C,1,,Not available,9166.666667,723.05,20000,0.23,,-10833.333333
22349,AA,1,,Full-time,4409.0,379.92,12000,0.23,,-7591.0
22350,,1,3.0,Employed,5750.0,158.38,4000,0.2,0.1175,1750.0
22351,,1,5.0,Self-employed,4166.666667,87.1,2000,,0.147,2166.6666670000004
22352,,1,7.0,Employed,5666.666667,0.0,2000,0.17,0.0424,3666.6666670000004
22353,D,1,,Full-time,4000.0,75.97,2000,0.2,,2000.0
22354,A,1,,Full-time,3916.666667,534.79,15000,0.21,,-11083.333333
22355,C,1,,Full-time,3333.333333,457.04,13000,0.34,,-9666.666667
22356,E,1,,Full-time,2915.5,132.08,3500,0.18,,-584.5
22357,,1,1.0,Employed,2500.0,169.94,4000,0.4,0.1475,-1500.0
22358,,1,10.0,Employed,2166.666667,118.56,4650,0.23,0.0599,-2483.333333
22359,A,1,,Full-time,20833.333333000002,31.34,1000,0.12,,19833.333333000002
22360,AA,1,,Not available,6500.0,203.52,6400,0.07,,100.0
22361,,1,8.0,Employed,7166.666667,251.81,2875,0.2,0.02,4291.666667
22362,,1,1.0,Employed,4891.666667,169.78,4000,0.1,0.149,891.6666670000004
22363,,1,7.0,Full-time,2666.666667,87.05,2000,0.37,0.1,666.666667
22364,,1,10.0,Employed,5333.333333,297.72,13000,0.18,0.026,-7666.666667
22365,A,1,,,13750.0,433.32,12500,0.12,,1250.0
22366,C,1,,Full-time,4583.333333,35.65,1000,0.08,,3583.3333329999996
22367,C,1,,Part-time,414.5,64.08,3000,0.65,,-2585.5
22368,C,1,,Full-time,4191.166667,101.65,3000,0.16,,1191.1666670000004
22369,,1,2.0,Self-employed,4000.0,320.8,3500,,0.0975,500.0
22370,B,1,,Full-time,4583.333333,533.6,15000,0.19,,-10416.666667000001
22371,,1,5.0,Employed,1500.0,169.94,4000,0.43,0.1475,-2500.0
22372,D,1,,Not available,6250.0,178.26,5000,0.14,,1250.0
22373,D,1,,Full-time,2083.333333,67.85,1500,0.39,,583.333333
22374,,1,7.0,Employed,15000.0,565.05,15000,0.14,0.089,0.0
22375,,1,10.0,Full-time,7083.333333,91.93,3000,0.18,0.0075,4083.3333329999996
22376,,1,2.0,Employed,3293.333333,169.78,4000,0.37,0.149,-706.666667
22377,HR,1,,Full-time,3375.0,0.0,5000,0.16,,-1625.0
22378,B,1,,Full-time,3666.666667,166.04,4999,0.24,,-1332.333333
22379,AA,1,,Full-time,3466.666667,239.96,7500,0.4,,-4033.333333
22380,AA,1,,Full-time,5166.666667,186.2,6000,0.11,,-833.3333329999996
22381,,1,4.0,Employed,4166.666667,44.67,1000,0.11,0.183,3166.6666670000004
22382,,1,4.0,Employed,2666.666667,174.13,2000,0.51,0.1385,666.666667
22383,D,1,,Full-time,2500.0,239.24,7000,0.48,,-4500.0
22384,,1,3.0,Self-employed,3000.0,150.0,5000,,0.099,-2000.0
22385,A,1,,Full-time,1808.0,98.22,3100,0.21,,-1292.0
22386,C,1,,Full-time,2491.666667,167.24,4500,0.45,,-2008.333333
22387,,1,6.0,Employed,3583.333333,181.61,2000,0.24,0.0874,1583.333333
22388,,1,6.0,Employed,5833.333333,135.82,4000,0.12,0.1425,1833.3333329999996
22389,A,1,,Not available,41250.0,829.16,25000,0.04,,16250.0
22390,,1,7.0,Full-time,3875.0,121.27,3000,0.07,0.1,875.0
22391,,1,4.0,Employed,5000.0,173.71,4000,0.29,0.1675,1000.0
22392,D,1,,Full-time,3937.5,169.17,5000,0.33,,-1062.5
22393,,1,3.0,Full-time,6000.0,163.4,3800,0.11,0.25,2200.0
22394,,1,6.0,Employed,2166.666667,68.49,2000,0.03,0.147,166.66666699999996
22395,B,1,,Not available,4416.666667,158.33,5000,0.04,,-583.3333329999996
22396,C,1,,Not available,4166.666667,247.29,6700,0.27,,-2533.3333329999996
22397,,1,5.0,Self-employed,2000.0,45.24,1000,,0.18,1000.0
22398,,1,9.0,Part-time,2574.666667,128.37,4025,0.1,0.021,-1450.333333
22399,,1,8.0,Employed,6833.333333,0.0,2000,0.16,0.108,4833.333333
22400,C,1,,,3333.333333,80.5,2500,0.06863999999999999,,833.333333
22401,,1,3.0,Employed,6916.666667,255.25,9400,0.26,0.0649,-2483.3333329999996
22402,,1,8.0,Employed,8333.333333,271.11,7500,0.12,0.0595,833.3333330000005
22403,,1,4.0,Employed,7500.0,101.99,2600,0.14,0.1,4900.0
22404,D,1,,Not available,10416.666667,154.38,4300,0.2,,6116.6666669999995
22405,B,1,,Self-employed,2083.333333,304.11,7400,,,-5316.6666669999995
22406,C,1,,Full-time,5000.0,529.33,16000,0.12,,-11000.0
22407,A,1,,Full-time,8583.333333,193.83,6000,0.16,,2583.3333330000005
22408,,1,10.0,Employed,5552.5,313.32,10000,0.14,0.0155,-4447.5
22409,,1,6.0,Employed,5000.0,104.23,3500,0.13,0.0925,1500.0
22410,HR,1,,Not available,1916.6666670000002,113.87,3700,0.18,,-1783.3333329999998
22411,,1,5.0,Employed,6250.0,86.85,2000,0.25,0.1675,4250.0
22412,,1,2.0,Employed,11666.666667,199.78,5000,0.11,0.105,6666.6666669999995
22413,C,1,,Full-time,3000.0,505.08,12000,0.29,,-9000.0
22414,,1,8.0,Employed,5916.666667,259.62,7500,0.3,0.0595,-1583.3333329999996
22415,,1,7.0,Employed,8333.333333,704.15,24000,0.16,0.0849,-15666.666667
22416,A,1,,,12500.0,520.94,16000,0.09256,,-3500.0
22417,HR,1,,,2947.166667,276.72,7077,0.3555,,-4129.8333330000005
22418,,1,10.0,Employed,6250.0,171.81,2000,0.04,0.0135,4250.0
22419,E,1,,Full-time,4434.0,102.06,2500,0.2,,1934.0
22420,D,1,,Full-time,5700.0,0.0,1000,0.17,,4700.0
22421,D,1,,Full-time,2488.083333,61.36,1500,0.15,,988.083333
22422,E,1,,Not available,916.666667,97.95,2500,0.19,,-1583.333333
22423,B,1,,Not available,3333.333333,160.74,5000,0.07,,-1666.666667
22424,HR,1,,Full-time,4865.0,268.17,6700,0.34,,-1835.0
22425,,1,3.0,Full-time,2083.333333,171.98,4000,0.6,0.13,-1916.666667
22426,,1,7.0,Employed,6780.0,212.6,6000,0.14,0.052,780.0
22427,,1,3.0,Employed,8083.333333,173.71,4000,0.26,0.165,4083.3333329999996
22428,D,1,,Not available,5416.666667,106.96,3000,0.07,,2416.6666670000004
22429,E,1,,Full-time,5625.0,142.88,3850,0.2,,1775.0
