,CreditGrade,LoanStatus,ProsperScore,EmploymentStatus,StatedMonthlyIncome,MonthlyLoanPayment,LoanOriginalAmount,DebtToIncomeRatio,EstimatedLoss
104436,,Chargedoff,4.0,Self-employed,1557.75,173.71,4000,,0.165
104437,,Completed,9.0,Full-time,4333.333333,63.79,2000,0.17,0.021
104438,,Completed,9.0,Full-time,5931.833333,226.63,5700,0.22,0.065
104441,D,Chargedoff,,Self-employed,4166.666667,209.53,5000,0.23,
104447,,Completed,2.0,Employed,2461.166667,91.11,2800,0.15,0.1325
104448,E,Completed,,Full-time,3500.0,416.48,10700,0.35,
104451,C,Completed,,,4583.333333,134.78,4000,0.19,
104452,HR,Chargedoff,,Full-time,2300.0,251.43,6000,0.3,
104453,HR,Completed,,Not available,1924.0833329999998,35.65,1000,0.06,
104454,,Chargedoff,7.0,Self-employed,5000.0,122.46,3000,,0.108
104456,,Completed,6.0,Employed,33333.333332999995,509.94,20000,0.18,0.0599
104457,,Completed,8.0,Employed,3083.333333,64.81,2000,0.19,0.026
104458,AA,Completed,,Full-time,4000.0,325.47,10700,0.34,
104460,D,Completed,,Full-time,5300.0,183.91,5000,0.67,
104463,,Completed,10.0,Employed,7916.666667,314.52,10000,0.14,0.0155
104465,,Chargedoff,8.0,Employed,3166.666667,415.69,11500,0.18,0.0595
104474,,Chargedoff,9.0,Full-time,3500.0,98.71,3000,0.27,0.021
104476,,Completed,6.0,Employed,6666.666667,0.0,4000,0.16,0.098
104481,C,Chargedoff,,Full-time,3333.333333,567.44,15000,0.33,
104483,B,Completed,,Not employed,0.083333,33.41,1001,,
104485,,Completed,6.0,Employed,4550.0,319.4,3500,0.26,0.118
104488,,Completed,5.0,Full-time,5833.333333,45.24,1000,0.09,0.19
104492,D,Completed,,Full-time,1750.0,73.39,2000,0.04,
104496,,Completed,7.0,Full-time,6666.666667,0.0,1999,0.22,0.1
104497,C,Chargedoff,,Full-time,1400.0,176.4,5000,0.27,
104500,,Completed,6.0,Employed,5916.666667,385.0,14000,0.35,0.0799
104501,A,Completed,,Full-time,2475.0,190.38,6000,0.15,
104502,HR,Completed,,Full-time,2916.666667,43.5,1200,0.11,
104504,,Completed,6.0,Full-time,4500.0,150.7,4000,0.23,0.07
104507,,Completed,7.0,Other,2673.0,169.51,4500,0.11,0.0849
104508,HR,Completed,,Full-time,2041.6666670000002,213.67,6200,0.44,
104509,,Completed,2.0,Employed,1666.666667,86.85,2000,0.1,0.165
104512,,Chargedoff,7.0,Employed,2083.333333,116.66,4000,0.08,0.089
104515,,Completed,4.0,Employed,7416.666667,173.71,4000,0.39,0.165
104517,,Completed,8.0,Retired,2250.0,94.19,2500,0.33,0.1
104518,,Completed,10.0,Employed,10583.333333,214.7,7000,0.1,0.0155
104520,,Completed,7.0,Employed,2916.666667,431.44,14000,0.3,0.1075
104522,,Completed,3.0,Full-time,3666.666667,67.85,1500,0.22,0.24
104523,,Completed,5.0,Full-time,3000.0,226.18,5000,0.15,0.18
104527,E,Completed,,Full-time,5705.083333,55.28,2000,0.17,
104528,B,Completed,,Not available,5416.666667,162.56,5000,0.15,
104530,,Completed,7.0,Employed,6416.666667,63.08,2000,0.11,0.1175
104532,AA,Completed,,Not available,1458.333333,95.24,5000,0.17,
104533,C,Chargedoff,,Full-time,3666.666667,271.42,6000,0.24,
104535,AA,Completed,,Full-time,4166.666667,43.15,4000,0.19,
104536,HR,Completed,,Full-time,3000.0,45.24,1000,0.25,
104537,,Completed,5.0,Employed,2916.666667,451.24,15000,0.4,0.1025
104539,HR,Chargedoff,,Full-time,3833.333333,45.34,1100,0.07,
104540,A,Completed,,Self-employed,6500.0,252.7,7500,0.07,
104542,B,Completed,,Full-time,3640.0,197.77,6001,0.14,
104545,B,Completed,,Full-time,1776.6666670000002,101.08,3000,0.08,
104549,A,Completed,,Part-time,7000.0,510.65,12500,0.25,
104550,C,Completed,,,5516.333333,101.7,3001,0.08466,
104552,,Completed,5.0,Employed,4666.666667,130.28,3000,0.16,0.165
104555,C,Completed,,Full-time,3567.0,320.87,9000,0.22,
104556,,Completed,9.0,Full-time,5512.5,223.13,6000,0.11,0.065
104557,C,Chargedoff,,Full-time,3883.333333,132.42,4000,0.18,
104561,,Completed,6.0,Employed,3000.0,124.02,3500,0.3,0.052
104562,,Completed,9.0,Employed,4819.25,557.12,25000,0.22,0.0174
104564,,Chargedoff,4.0,Self-employed,1555.833333,86.85,2000,,0.1675
104565,,Completed,7.0,Full-time,3516.666667,121.43,3000,0.09,0.1
104568,,Completed,10.0,Employed,3347.0,259.58,3000,0.14,0.0155
104571,,Completed,7.0,Employed,41666.666667000005,400.83,10000,0.07,0.112
104573,,Completed,9.0,Full-time,2083.333333,95.68,3000,0.35,0.021
104574,,Completed,5.0,Not employed,0.0,372.66,9500,,0.1
104575,HR,Chargedoff,,Full-time,4166.666667,134.02,3000,0.19,
104576,,Completed,7.0,Full-time,5250.0,41.85,1000,0.21,0.147
104578,,Completed,4.0,Employed,5500.0,45.24,1000,,0.183
104579,,Completed,8.0,Employed,5000.0,65.98,2000,0.15,0.0324
104580,AA,Completed,,Full-time,2916.666667,46.32,1500,0.25,
104583,C,Completed,,Full-time,1666.666667,283.53,7500,0.2,
104588,AA,Completed,,Full-time,4583.333333,123.51,4000,0.05,
104590,,Completed,3.0,Other,3950.0,163.52,4000,,0.1275
104593,,Chargedoff,9.0,Employed,6583.333333,527.28,15000,0.13,0.0549
104594,,Chargedoff,2.0,Employed,7916.666667,174.2,4000,0.33,0.165
104596,,Completed,4.0,Employed,5750.0,174.2,4000,0.14,0.183
104597,HR,Completed,,Full-time,3750.0,115.8,2560,0.25,
104600,,Completed,8.0,Employed,7750.0,353.08,11000,0.17,0.02
104601,,Completed,8.0,Employed,8750.0,336.89,10000,0.06,0.0495
104606,HR,Chargedoff,,Full-time,4166.666667,94.78,2551,0.03,
104607,,Completed,5.0,Employed,10833.333333,445.19,13000,0.11,0.0449
104610,,Completed,6.0,Full-time,4166.666667,421.24,10000,0.35,0.1
104611,HR,Chargedoff,,Full-time,2000.0,90.11,2500,0.17,
104613,B,Completed,,Full-time,4666.666667,31.99,1000,0.11,
104614,C,Chargedoff,,Full-time,4166.666667,158.28,4800,0.27,
104616,AA,Completed,,Full-time,6000.0,213.99,7000,0.27,
104617,,Chargedoff,5.0,Employed,1261.166667,315.59,10000,0.28,0.119
104620,,Completed,8.0,Employed,3916.666667,253.03,7000,0.15,0.0595
104623,A,Chargedoff,,Full-time,7758.333333,555.75,17000,0.17,
104624,A,Chargedoff,,Self-employed,6250.0,367.92,9900,,
104625,,Completed,7.0,Employed,7083.333333,454.76,15500,0.17,0.0849
104629,C,Completed,,Full-time,4083.333333,194.87,6000,0.1,
104630,B,Completed,,,1666.666667,244.98,6800,0.4,
104634,C,Completed,,Full-time,3139.166667,278.73,7500,0.31,
104638,,Completed,8.0,Employed,6020.0,564.87,25000,0.11,0.0374
104642,E,Completed,,Not available,3091.666667,33.21,1000,0.39,
104647,,Completed,8.0,Employed,4399.75,107.98,3000,0.08,0.0565
104649,,Chargedoff,5.0,Self-employed,11666.666667,513.68,15000,,0.0449
104650,A,Completed,,Not available,8250.0,256.26,8000,0.16,
104658,D,Completed,,Full-time,4583.333333,295.27,8000,0.42,
104661,,Chargedoff,2.0,Employed,3333.333333,130.2,4000,0.15,0.1425
104665,,Completed,,Full-time,7500.0,209.13,6800,0.23,
104669,C,Completed,,Full-time,2833.333333,40.97,1200,0.22,
104671,,Completed,6.0,Employed,5750.0,267.19,3000,0.06,0.0574
104674,,Completed,9.0,Full-time,8833.333333,94.59,3000,0.1,0.021
104675,,Completed,6.0,Retired,4666.666667,73.3,2000,0.48,0.061
104677,A,Completed,,Full-time,3500.0,188.3,6000,0.17,
104679,,Completed,11.0,Employed,10333.333333,633.11,20000,0.2,0.0199
104681,,Completed,6.0,Employed,7000.0,0.0,10000,0.34,0.1375
104683,,Completed,9.0,Full-time,8333.333333,177.81,5000,0.25,0.065
104684,,Completed,8.0,Employed,11450.0,155.99,7000,0.22,0.0174
104685,,Completed,4.0,Employed,5375.0,131.49,3600,0.33,0.065
104688,B,Completed,,Full-time,2237.5,187.98,5500,0.31,
104695,AA,Completed,,,5208.333333,190.1,6000,0.09,
104698,E,Completed,,Full-time,2500.0,81.2,2000,0.47,
104699,C,Completed,,Full-time,3000.0,435.18,12500,0.15,
104700,,Completed,3.0,Employed,2916.666667,309.49,10000,0.36,0.1375
104706,C,Completed,,Full-time,1750.0,122.49,5100,0.25,
104707,,Completed,8.0,Full-time,3750.0,173.08,5000,0.3,0.0595
104711,C,Chargedoff,,Full-time,3500.0,316.34,7500,0.28,
104713,,Chargedoff,7.0,Employed,7896.083333,302.14,7500,0.08,0.108
104714,,Completed,5.0,Employed,3416.666667,151.45,3500,0.2,0.147
104716,C,Chargedoff,,Full-time,9333.333333,92.4,2845,0.34,
104717,,Chargedoff,9.0,Employed,3000.0,237.37,10000,0.15,0.038
104719,,Completed,9.0,Full-time,8000.0,282.76,7500,0.38,0.065
104721,B,Completed,,Full-time,5416.666667,98.22,3000,0.19,
104723,D,Chargedoff,,Full-time,6437.5,67.38,2000,0.18,
104724,D,Completed,,Not available,6416.666667,174.92,5000,0.13,
104725,D,Completed,,Full-time,3867.5,271.14,7500,0.19,
104726,,Completed,6.0,Employed,2916.666667,79.64,2000,0.29,0.112
104727,,Completed,4.0,Employed,11666.666667,173.71,4000,0.25,0.1675
104730,,Chargedoff,9.0,Employed,6000.0,333.59,15000,0.14,0.0195
104733,C,Chargedoff,,Full-time,10750.0,432.16,10500,0.3,
104735,D,Chargedoff,,Part-time,1152.0,76.42,2045,0.28,
104739,C,Completed,,Full-time,5416.666667,203.61,6000,0.05,
104740,AA,Completed,,Full-time,0.0,30.88,1000,,
104742,,Completed,9.0,Full-time,5166.666667,95.68,3000,0.21,0.021
104745,C,Completed,,Full-time,3333.333333,81.02,2500,0.39,
104746,,Completed,5.0,Employed,9166.666667,314.59,9000,0.22,0.0524
104749,,Completed,10.0,Employed,6500.0,92.33,4000,0.04,0.0249
104752,C,Chargedoff,,Full-time,2958.0,318.24,9000,0.46,
104757,,Completed,9.0,Full-time,4250.0,70.26,2000,0.37,0.147
104758,C,Chargedoff,,Not available,11250.0,213.92,6000,0.26,
104760,A,Completed,,,3500.0,79.21,2500,0.11,
104762,E,Chargedoff,,Full-time,4500.0,113.78,2900,0.23,
104766,,Chargedoff,4.0,Employed,2666.666667,173.71,4000,0.07,0.165
104768,B,Completed,,Full-time,5833.333333,8.35,1500,0.01,
104769,AA,Chargedoff,,Full-time,3333.333333,629.21,19500,0.2,
104770,D,Completed,,Full-time,2916.666667,137.0,4000,0.19,
104771,,Completed,5.0,Full-time,5791.666667,85.99,2000,0.29,0.13
104773,A,Completed,,Full-time,3791.0,632.29,18500,0.19,
104775,D,Completed,,Not available,1666.666667,113.8,3000,0.39,
104776,,Completed,8.0,Full-time,2301.75,276.74,8000,0.38,0.05
104777,,Chargedoff,6.0,Full-time,5833.333333,95.0,2100,0.12,0.14
104778,,Chargedoff,6.0,Employed,6500.0,306.15,7500,0.26,0.108
104780,,Completed,6.0,Employed,7666.666667,371.17,10500,0.16,0.0574
104782,,Completed,5.0,Employed,6500.0,383.46,4000,0.24,0.13
104786,A,Completed,,Full-time,10833.333333,156.93,4000,0.22,
104791,,Completed,5.0,Full-time,6333.333333,135.71,3000,0.15,0.18
104792,B,Completed,,Full-time,0.0,123.92,3500,,
104795,HR,Chargedoff,,Not available,3176.0,34.67,1000,0.12,
104796,,Completed,5.0,Employed,10166.666667,286.3,10000,0.16,0.098
104797,D,Completed,,Full-time,3750.0,37.68,1000,0.02,
104798,A,Completed,,Full-time,2083.333333,90.38,2500,0.39,
104799,B,Completed,,,5000.0,37.99,1200,0.12,
104800,D,Completed,,Part-time,2000.0,41.93,1025,0.26,
104803,,Chargedoff,7.0,Full-time,3750.0,164.91,4000,0.16,0.098
104805,,Chargedoff,4.0,Self-employed,3522.083333,217.74,5000,,0.147
104806,,Completed,8.0,Employed,2833.333333,167.21,4500,0.07,0.087
104810,E,Chargedoff,,Full-time,8750.0,92.32,2200,0.1,
104811,,Chargedoff,6.0,Employed,3500.0,349.97,12000,0.13,0.089
104816,,Completed,2.0,Employed,7750.0,116.5,3000,0.13,0.1025
104817,,Completed,9.0,Not employed,0.0,57.95,1770,,0.021
104818,,Chargedoff,2.0,Full-time,5416.666667,401.52,10000,,0.105
104819,,Completed,6.0,Full-time,5458.333333,80.57,2000,0.02,0.108
104820,A,Chargedoff,,Full-time,2333.333333,117.93,3500,0.08,
104827,,Completed,9.0,Full-time,5208.333333,279.11,7500,0.21,0.065
104828,,Completed,2.0,Employed,3126.25,249.39,6279,0.23,0.1125
104830,C,Chargedoff,,Full-time,7954.0,259.99,7500,0.26,
104831,AA,Completed,,Full-time,0.0,160.27,5000,,
104833,C,Completed,,Not available,0.083333,209.41,6000,0.32,
104835,AA,Completed,,Full-time,6166.666667,161.81,5000,0.04,
104837,D,Completed,,Part-time,1445.333333,105.32,3000,0.12,
104838,HR,Chargedoff,,Not available,3450.0,139.16,3500,0.16,
104841,HR,Chargedoff,,Full-time,1750.0,87.11,2000,0.15,
104842,,Completed,2.0,Employed,6083.333333,84.89,2000,0.17,0.149
104843,AA,Completed,,Full-time,5000.0,30.95,1000,0.19,
104845,B,Completed,,,5666.666667,119.62,3500,0.047580000000000004,
104849,D,Completed,,Full-time,0.0,168.47,5000,,
104850,B,Completed,,Full-time,2916.666667,127.36,3800,0.15,
104851,HR,Completed,,Full-time,1916.6666670000002,44.67,1000,0.03,
104854,C,Completed,,Full-time,12500.0,469.66,15000,0.13,
104858,A,Completed,,Full-time,5833.333333,339.35,10000,0.21,
104859,,Chargedoff,2.0,Self-employed,3500.0,124.76,4000,,0.1225
104862,D,Chargedoff,,,6666.666667,201.99,5000,0.12,
104863,,Completed,7.0,Employed,9166.666667,941.75,25000,0.27,0.0849
104866,HR,Chargedoff,,Full-time,3105.0,87.11,2000,0.08,
104870,,Completed,6.0,Employed,2833.333333,286.39,7500,0.4,0.098
104873,,Chargedoff,7.0,Employed,2500.0,352.08,12000,,0.0849
104875,B,Chargedoff,,Full-time,3047.083333,95.48,2500,0.12,
104882,HR,Completed,,Part-time,533.333333,36.0,1000,0.24,
104883,,Chargedoff,4.0,Employed,2500.0,348.22,12000,0.51,0.085
104886,,Chargedoff,8.0,Employed,6000.0,120.2,4500,0.18,0.0549
104895,,Chargedoff,8.0,Employed,2083.333333,131.81,4000,0.16,0.1375
104897,AA,Completed,,Self-employed,4333.333333,492.75,14700,0.41,
104898,C,Chargedoff,,Full-time,18998.0,694.03,17000,0.33,
104902,A,Completed,,,3750.0,141.95,4500,0.2,
104905,AA,Completed,,Full-time,5130.666667,323.61,10000,0.32,
104907,,Completed,8.0,Full-time,8449.333333,205.65,6000,0.17,0.05
104908,,Completed,10.0,Employed,7291.666667,238.9,7000,0.04,0.038
104913,,Completed,9.0,Full-time,3666.666667,44.54,1200,0.22,0.065
104919,AA,Chargedoff,,Full-time,4000.0,763.81,23500,0.3,
104923,,Completed,9.0,Full-time,6077.5,193.45,5500,0.55,0.021
104924,,Completed,2.0,Employed,391.666667,173.71,4000,4.44,0.165
104930,HR,Chargedoff,,,5833.333333,391.02,10000,0.21,
104932,D,Chargedoff,,Full-time,4430.583333,158.33,3500,0.31,
104934,,Chargedoff,5.0,Employed,1833.3333329999998,173.71,4000,0.51,0.165
104935,,Completed,8.0,Employed,3333.333333,325.86,12000,0.17,0.0649
104936,,Chargedoff,6.0,Self-employed,2000.0,135.92,3500,,0.1025
104944,E,Chargedoff,,Not available,1944.4166670000002,230.48,5500,0.24,
104952,,Completed,8.0,Employed,2291.666667,97.21,3000,0.36,0.026
104953,,Completed,6.0,Employed,3120.0,126.67,3000,0.15,0.147
104954,,Completed,7.0,Employed,4166.666667,366.51,10000,0.27,0.061
104955,,Chargedoff,3.0,Employed,2666.666667,87.1,2000,0.48,0.203
104959,AA,Completed,,Full-time,3416.666667,141.8,4500,0.05,
104960,B,Completed,,Full-time,1500.0,32.79,1000,0.06,
104961,,Completed,9.0,Full-time,2500.0,74.23,2000,0.29,0.065
104963,,Completed,,Employed,4933.333333,108.86,3500,0.03,
104966,D,Completed,,Not available,291.666667,258.94,6600,4.27,
104968,C,Completed,,Full-time,3333.333333,197.86,6000,0.14,
104969,,Chargedoff,6.0,Not employed,0.0,161.14,4000,,0.108
104970,,Completed,8.0,Full-time,4166.666667,329.28,10000,0.32,0.021
104972,,Completed,9.0,Full-time,8000.0,260.32,7000,0.07,0.065
104973,,Completed,6.0,Employed,3500.0,285.74,7000,0.09,0.112
104975,B,Completed,,Full-time,4666.666667,512.66,15000,0.63,
104980,C,Chargedoff,,Full-time,1916.6666670000002,37.68,1000,0.13,
104981,D,Completed,,Full-time,3600.0,204.05,6000,0.39,
104987,,Completed,7.0,Employed,2250.0,400.05,16000,,0.0399
104991,E,Chargedoff,,Full-time,1875.0,226.18,5000,0.37,
104992,A,Chargedoff,,Full-time,7916.666667,532.11,15000,0.2,
104993,D,Chargedoff,,Full-time,7333.333333,265.53,7500,0.33,
104997,,Chargedoff,5.0,Self-employed,4333.333333,171.08,4000,,0.147
104999,E,Completed,,Full-time,3666.666667,89.13,2500,0.48,
105002,HR,Chargedoff,,Full-time,3083.333333,67.85,1500,0.2,
105003,,Completed,7.0,Employed,3958.333333,236.56,7500,0.18,0.1175
105004,,Chargedoff,5.0,Employed,3333.333333,130.28,3000,0.33,0.165
105006,,Chargedoff,4.0,Self-employed,2500.0,173.71,4000,,0.1675
105007,E,Chargedoff,,Not available,1666.666667,159.04,4000,0.13,
105009,B,Completed,,Not available,3333.333333,192.75,6000,0.1,
105011,A,Completed,,Full-time,3750.0,269.55,8000,0.33,
105012,B,Completed,,Full-time,4000.0,447.47,13000,0.38,
105013,,Completed,8.0,Employed,3283.25,263.01,8000,0.28,0.026
105016,B,Completed,,Full-time,2377.916667,271.68,8000,0.39,
105017,,Chargedoff,9.0,Employed,5833.333333,229.01,7000,0.13,0.035
105018,,Completed,2.0,Self-employed,5416.666667,173.71,4000,,0.165
105022,,Completed,10.0,Part-time,1333.333333,30.88,1000,0.36,0.006
105023,,Completed,8.0,Full-time,6000.0,302.68,8750,0.07,0.05
105024,,Completed,5.0,Employed,7358.333333,256.56,7000,0.33,0.061
105025,D,Completed,,Full-time,2080.0,91.67,2600,0.4,
105026,,Chargedoff,4.0,Employed,4666.666667,130.28,3000,0.18,0.165
105031,B,Completed,,Part-time,0.083333,129.09,3500,10.01,
105034,B,Completed,,Full-time,4166.666667,67.4,2000,0.16,
105039,C,Completed,,Full-time,3833.333333,164.88,5000,0.06,
105042,A,Completed,,Full-time,6583.333333,696.77,18000,0.63,
105045,,Completed,3.0,Employed,3766.666667,0.0,1000,0.83,0.24
105046,,Completed,9.0,Employed,5915.0,194.56,6000,0.22,0.0274
105051,,Completed,9.0,Full-time,3041.666667,159.46,5000,0.24,0.021
105054,,Completed,8.0,Employed,4916.666667,223.61,10000,0.19,0.0249
105057,,Completed,6.0,Employed,6250.0,133.5,4000,0.16,0.1425
105058,,Chargedoff,7.0,Employed,14833.333333,187.07,5000,0.08,0.089
105059,,Completed,9.0,Full-time,4416.666667,218.47,6850,0.29,0.021
105061,,Chargedoff,4.0,Employed,4750.0,217.74,5000,0.1,0.147
105062,C,Completed,,Full-time,8500.0,184.63,5000,0.12,
105068,C,Chargedoff,,Full-time,6333.333333,352.22,8800,0.12,
105069,,Completed,3.0,Full-time,4166.666667,86.28,2000,0.15,0.17
105070,A,Completed,,Full-time,7913.25,740.53,22000,0.45,
105071,,Completed,9.0,Full-time,8333.333333,142.05,4500,0.2,0.021
105072,E,Completed,,,2416.666667,144.77,3500,0.19,
105075,,Completed,8.0,Full-time,7067.666667,192.77,5000,0.26,0.08
105076,HR,Chargedoff,,Not available,3250.0,103.76,2550,0.32,
105077,,Completed,7.0,Employed,2166.666667,179.89,2000,0.31,0.084
105078,D,Completed,,Full-time,6000.0,340.01,9800,0.1,
105079,,Completed,7.0,Employed,1541.666667,219.0,5500,0.29,0.112
105082,,Completed,9.0,Full-time,10000.0,159.46,5000,0.14,0.021
105086,,Completed,9.0,Employed,10000.0,438.38,13400,0.09,0.035
105087,AA,Completed,,Full-time,5283.333333,95.35,3100,0.11,
105088,E,Completed,,,7500.0,206.34,6000,0.29,
105090,,Completed,8.0,Employed,5833.333333,342.46,10000,0.25,0.0449
105091,,Completed,7.0,Full-time,5000.0,307.8,7500,0.3,0.1
105092,HR,Chargedoff,,Part-time,833.333333,40.83,1000,0.1,
105093,,Completed,9.0,Employed,6250.0,344.65,11000,0.16,0.0174
105094,,Completed,2.0,Employed,4000.0,130.28,3000,0.6,0.1625
105100,,Completed,5.0,Employed,6083.333333,173.71,4000,0.12,0.165
105105,,Completed,1.0,Employed,3833.333333,238.53,2500,0.5,0.1405
105107,A,Chargedoff,,,10000.0,700.67,20000,0.32006999999999997,
105109,B,Completed,,Full-time,4583.333333,166.02,5000,0.12,
105111,,Chargedoff,1.0,Full-time,10416.666667,339.27,7500,0.27,0.366
105112,,Completed,10.0,Full-time,6091.75,75.76,2450,0.18,0.006
105114,,Completed,6.0,Employed,5833.333333,199.43,5000,0.06,0.1175
105117,,Completed,8.0,Employed,6000.0,170.86,5000,0.21,0.0595
105121,,Completed,7.0,Full-time,2875.0,115.93,3000,0.15,0.099
105123,,Completed,6.0,Full-time,4500.0,366.51,10000,0.42,0.061
105124,HR,Completed,,,1666.666667,39.42,1050,0.32,
105125,C,Chargedoff,,Full-time,6666.666667,132.35,3900,0.06,
105132,,Completed,9.0,Full-time,6000.0,65.47,2000,0.12,0.0495
105142,A,Completed,,Full-time,15416.666667,95.4,3000,0.08,
105146,,Chargedoff,9.0,Part-time,2833.333333,41.89,1200,0.03,0.065
105147,,Chargedoff,5.0,Employed,7616.666667,90.47,2000,0.15,0.183
105149,E,Completed,,Full-time,5000.0,90.47,2000,0.05,
105152,A,Completed,,,4166.666667,113.35,3500,0.18,
105160,D,Chargedoff,,Part-time,1671.0,113.09,2500,0.2,
105162,,Completed,6.0,Employed,9666.666667,266.28,10000,0.44,0.0699
105165,HR,Completed,,Full-time,3227.083333,0.0,1000,0.09,
105166,,Completed,8.0,Not employed,0.0,135.94,5000,,0.0599
105167,C,Completed,,Full-time,2253.333333,291.23,8000,0.34,
105171,C,Completed,,Full-time,0.0,73.9,2000,,
105176,,Completed,6.0,Employed,4446.666667,326.62,7500,0.33,0.142
105180,,Completed,6.0,Not employed,0.0,41.91,1000,,0.14
105184,AA,Completed,,Full-time,4166.666667,156.57,5000,0.14,
105187,D,Completed,,Full-time,6083.333333,121.33,3500,0.14,
105189,,Chargedoff,7.0,Full-time,3333.333333,133.4,3300,0.18,0.1
105191,HR,Chargedoff,,Self-employed,1333.333333,42.31,1500,0.1,
105192,,Completed,9.0,Full-time,3333.333333,132.86,4000,0.12,0.021
105193,D,Completed,,Full-time,2000.0,54.92,1600,0.22,
105196,D,Completed,,Full-time,3750.0,210.05,5500,0.38,
105197,B,Completed,,Part-time,833.333333,171.37,5000,0.47,
105198,B,Completed,,Part-time,1750.0,303.1,7500,0.22,
105201,,Chargedoff,6.0,Employed,5666.666667,310.21,8207,0.31,0.0874
105203,D,Completed,,Not available,2000.0,385.56,9750,0.6,
105206,,Completed,10.0,Full-time,9166.666667,299.61,3500,0.12,0.013
105210,B,Completed,,Full-time,4333.333333,494.74,12000,0.13,
105211,D,Completed,,Full-time,7500.0,111.16,3600,0.31,
105212,,Completed,7.0,Full-time,4583.333333,69.4,1650,0.21,0.1
105214,,Completed,9.0,Full-time,5416.666667,342.07,10000,0.14,0.021
105215,D,Completed,,Full-time,5344.916667,31.34,1000,0.37,
105216,D,Completed,,Full-time,4916.666667,113.03,3000,0.16,
105223,,Completed,1.0,Employed,3333.333333,90.47,2000,0.41,0.366
105228,AA,Completed,,Full-time,5166.666667,62.63,2000,0.04,
105233,,Completed,3.0,Employed,4250.0,173.71,4000,0.28,0.1625
105235,,Completed,3.0,Employed,6748.333333,861.62,25000,0.32,0.0474
